0.109,0.772
0.135,0.843
0.029,0.814
0.037,0.882
0.063,0.91
0.054,0.865
0.12,0.886
0.101,0.921
0.136,0.978
0.105,0.959
0.035,0.942
0.047,0.749
0.207,0.918
0.219,0.853
0.229,0.896
0.244,0.947
0.168,0.922
0.159,0.756
0.258,0.768
0.279,0.804
0.162,0.846
0.211,0.827
0.174,0.598
0.253,0.703
0.162,0.68
0.228,0.487
0.229,0.522
0.212,0.527
0.286,0.408
0.212,0.255
0.185,0.013
0.234,0.012
0.253,0.104
0.413,0.182
0.394,0.307
0.302,0.008
0.339,0.131
0.31,0.438
0.417,0.45
0.33,0.531
0.347,0.667
0.307,0.716
0.347,0.727
0.346,0.755
0.387,0.722
0.408,0.833
0.308,0.792
0.321,0.865
0.389,0.927
0.291,0.986
0.461,0.987
0.475,0.834
0.49,0.489
0.578,0.501
0.459,0.537
0.456,0.53
0.437,0.421
0.439,0.157
0.459,0.094
0.577,0.105
0.621,0.201
0.619,0.347
0.585,0.404
0.682,0.442
0.658,0.494
0.629,0.516
0.609,0.597
0.579,0.718
0.672,0.762
0.584,0.855
0.661,0.937
0.627,0.952
0.608,0.979
0.747,0.883
0.852,0.979
0.776,0.947
0.821,0.752
0.828,0.813
0.768,0.831
0.763,0.583
0.816,0.591
0.811,0.665
0.75,0.671
0.777,0.443
0.802,0.465
0.83,0.538
0.774,0.51
0.746,0.407
0.773,0.185
0.829,0.223
0.729,0.231
0.748,0.123
0.907,0.115
0.991,0.199
0.916,0.277
0.881,0.289
0.874,0.33
0.932,0.324
0.962,0.37
0.946,0.325
0.922,0.38
0.872,0.427
0.972,0.444
0.89,0.515
0.924,0.591
0.982,0.604
0.89,0.661
0.932,0.701
0.895,0.747
0.895,0.781
0.96,0.722
0.938,0.748
0.959,0.8
0.883,0.789
0.9,0.841
0.934,0.856
0.998,0.975
0.93,0.277
0.925,0.989
0.391,0.402
0.094,0.015
0.027,0.069
0.04,0.074
0.084,0.176
0.027,0.327
0.105,0.411
0.031,0.376
0.023,0.486
0.107,0.437
0.11,0.516
0.103,0.537
0.025,0.605
0.054,0.58
0.069,0.567
0.131,0.618
0.116,0.68
0.047,0.701
0.047,0.666
0.035,0.725
0.032,0.772
0.136,0.763
0.145,0.787
0.1,0.794
0.064,0.838
0.054,0.851
0.035,0.9
0.061,0.863
0.136,0.863
0.137,0.911
0.127,0.939
0.104,0.975
0.071,0.931
0.041,0.96
0.183,0.908
0.16,0.864
0.24,0.889
0.279,0.979
0.163,0.932
0.157,0.723
0.229,0.815
0.265,0.802
0.167,0.812
0.16,0.784
0.166,0.61
0.276,0.677
0.148,0.661
0.222,0.457
0.221,0.521
0.158,0.527
0.289,0.409
0.184,0.288
0.251,0.066
0.242,0.126
0.256,0.071
0.37,0.251
0.404,0.312
0.32,0.061
0.409,0.408
0.332,0.426
0.427,0.436
0.335,0.508
0.409,0.649
0.323,0.737
0.358,0.725
0.302,0.752
0.425,0.719
0.398,0.832
0.314,0.802
0.325,0.882
0.425,0.973
0.412,0.946
0.497,0.958
0.436,0.841
0.498,0.471
0.543,0.47
0.491,0.522
0.438,0.35
0.446,0.412
0.534,0.254
0.693,0.006
0.608,0.098
0.62,0.203
0.659,0.354
0.616,0.491
0.712,0.458
0.714,0.501
0.617,0.537
0.712,0.584
0.641,0.739
0.656,0.721
0.629,0.91
0.683,0.948
0.639,0.935
0.596,0.989
0.779,0.873
0.854,0.984
0.728,0.924
0.831,0.744
0.827,0.811
0.742,0.648
0.748,0.604
0.804,0.588
0.801,0.68
0.769,0.495
0.753,0.442
0.848,0.479
0.842,0.555
0.727,0.526
0.79,0.393
0.832,0.149
0.825,0.233
0.782,0.014
0.95,0.021
0.895,0.149
0.97,0.211
0.997,0.234
0.906,0.305
0.893,0.315
0.924,0.333
0.998,0.421
0.964,0.424
0.927,0.399
0.908,0.43
0.977,0.445
0.939,0.511
0.955,0.663
0.978,0.628
0.889,0.652
0.903,0.712
0.926,0.775
0.896,0.782
0.973,0.722
0.936,0.771
0.996,0.802
0.874,0.794
0.881,0.855
0.963,0.904
0.987,0.977
0.957,0.939
0.879,0.985
0.421,0.383
0.106,0.036
0.034,0.081
0.041,0.074
0.053,0.221
0.108,0.307
0.129,0.385
0.03,0.453
0.069,0.481
0.146,0.444
0.132,0.518
0.091,0.555
0.026,0.587
0.077,0.594
0.081,0.62
0.098,0.62
0.118,0.683
0.053,0.709
0.064,0.694
0.04,0.732
0.08,0.721
0.127,0.773
0.095,0.804
0.01,0.795
0.009,0.819
0.066,0.867
0.034,0.899
0.077,0.867
0.142,0.881
0.123,0.893
0.115,0.942
0.081,0.974
0.076,0.953
0.031,0.965
0.172,0.908
0.198,0.852
0.246,0.896
0.288,0.924
0.17,0.763
0.179,0.748
0.238,0.816
0.225,0.792
0.176,0.815
0.186,0.845
0.268,0.592
0.289,0.672
0.161,0.489
0.22,0.445
0.254,0.498
0.201,0.521
0.223,0.402
0.198,0.062
0.256,0.013
0.242,0.136
0.398,0.154
0.419,0.273
0.415,0.306
0.294,0.066
0.404,0.418
0.317,0.465
0.43,0.447
0.353,0.561
0.356,0.709
0.331,0.727
0.36,0.769
0.304,0.769
0.37,0.775
0.39,0.839
0.328,0.787
0.323,0.902
0.384,0.972
0.465,0.897
0.438,0.756
0.513,0.703
0.501,0.435
0.556,0.465
0.475,0.522
0.473,0.332
0.508,0.41
0.569,0.127
0.686,0.008
0.619,0.132
0.617,0.19
0.694,0.376
0.615,0.492
0.706,0.476
0.661,0.525
0.604,0.543
0.703,0.618
0.602,0.753
0.659,0.795
0.585,0.854
0.68,0.987
0.64,0.983
0.639,0.983
0.839,0.913
0.858,0.944
0.737,0.718
0.855,0.844
0.819,0.813
0.789,0.62
0.831,0.65
0.798,0.706
0.832,0.674
0.738,0.471
0.748,0.453
0.823,0.438
0.831,0.509
0.841,0.338
0.725,0.422
0.802,0.155
0.846,0.256
0.794,0.032
0.926,0.052
0.908,0.148
0.944,0.205
0.88,0.227
0.896,0.34
0.913,0.31
0.948,0.341
0.987,0.292
0.951,0.399
0.892,0.417
0.921,0.501
0.953,0.496
0.918,0.544
0.969,0.657
0.966,0.697
0.89,0.647
0.902,0.688
0.93,0.763
0.889,0.749
0.996,0.736
0.969,0.737
0.972,0.837
0.919,0.792
0.868,0.857
0.936,0.922
0.992,0.986
0.994,0.985
0.896,0.961
0.13,0.126
0.066,0.132
0.039,0.156
0.035,0.3
0.134,0.328
0.036,0.358
0.068,0.453
0.076,0.422
0.089,0.473
0.122,0.539
0.118,0.554
0.03,0.571
0.07,0.635
0.092,0.575
0.12,0.608
0.094,0.701
0.035,0.701
0.032,0.711
0.045,0.721
0.078,0.725
0.106,0.747
0.129,0.807
0.027,0.787
0.027,0.877
0.07,0.903
0.024,0.907
0.085,0.855
0.127,0.899
0.101,0.923
0.114,0.95
0.078,0.952
0.065,0.981
0.031,0.963
0.175,0.88
0.278,0.912
0.274,0.89
0.234,0.943
0.163,0.767
0.166,0.724
0.249,0.829
0.228,0.789
0.174,0.831
0.155,0.607
0.258,0.59
0.207,0.7
0.209,0.495
0.238,0.55
0.262,0.524
0.193,0.325
0.229,0.4
0.183,0
0.271,0.016
0.268,0.108
0.416,0.167
0.385,0.273
0.417,0.326
0.406,0.008
0.335,0.407
0.338,0.477
0.474,0.477
0.323,0.613
0.304,0.701
0.333,0.746
0.342,0.771
0.318,0.781
0.405,0.847
0.367,0.83
0.329,0.847
0.294,0.909
0.366,0.973
0.463,0.915
0.553,0.76
0.538,0.522
0.501,0.446
0.54,0.452
0.459,0.527
0.473,0.308
0.482,0.403
0.495,0.119
0.708,0.133
0.609,0.126
0.708,0.184
0.682,0.377
0.636,0.496
0.696,0.466
0.673,0.534
0.588,0.547
0.667,0.702
0.695,0.737
0.598,0.839
0.654,0.851
0.677,0.923
0.64,0.983
0.767,0.922
0.813,0.96
0.721,0.978
0.838,0.782
0.823,0.812
0.815,0.819
0.793,0.585
0.803,0.637
0.803,0.7
0.744,0.703
0.756,0.472
0.738,0.446
0.804,0.545
0.741,0.537
0.803,0.413
0.784,0.389
0.854,0.268
0.778,0.279
0.823,0.015
0.943,0.093
0.976,0.181
0.972,0.264
0.898,0.254
0.892,0.343
0.929,0.315
0.942,0.364
0.963,0.323
0.881,0.394
0.885,0.425
0.908,0.479
0.977,0.534
0.905,0.621
0.945,0.692
0.882,0.662
0.927,0.654
0.885,0.696
0.905,0.76
0.892,0.762
0.95,0.76
0.953,0.791
0.974,0.827
0.916,0.828
0.921,0.884
0.968,0.902
0.963,0.985
0.883,0.958
0.891,0.991
